danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,duration_ms,time_signature,spotify_song,spotify_album,spotify_artist,billboard_name,billboard_artist,popularity,release_date,explicit,billboard_df_index
0.517,0.606,2,-5.797,1,0.0289,0.0202,0.0,0.324,0.296,141.929,audio_features,5l6GqSxplqnZbLg0LTPQeG,spotify:track:5l6GqSxplqnZbLg0LTPQeG,293040,4,Back To December,Speak Now,Taylor Swift,back to december,taylor swift,72,2010-10-25,False,5174
0.713,0.793,10,-4.436,1,0.0386,0.0318,1.06e-06,0.142,0.583,119.995,audio_features,7rV9ELas8MaCzipHAoMl04,spotify:track:7rV9ELas8MaCzipHAoMl04,227920,4,Teenage Dream,Top Class Music Vol 20,Katy Perry,teenage dream,katy perry,3,2023-05-06,False,5175
0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,audio_features,1nVLAEzhBXMJLR5zAl90Nl,spotify:track:1nVLAEzhBXMJLR5zAl90Nl,200707,3,Crazy Girl,Life At Best,Eli Young Band,crazy girl,eli young band,71,2011-01-01,False,5176
0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986,audio_features,5Lm8wha7kmEuqyjJ237HNM,spotify:track:5Lm8wha7kmEuqyjJ237HNM,261747,4,Cheers (Drink To That),Loud,Rihanna,cheers drink to that,rihanna,55,2010-11-16,False,5177
0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,audio_features,3TcL0dyCMyr0kyTTc4NLgI,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,195613,4,Who Says,When The Sun Goes Down,Selena Gomez & The Scene,who says,selena gomez and the scene,78,2011-01-01,False,5178
0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017,audio_features,3ts6xK5GzfMAAriT9AIBmP,spotify:track:3ts6xK5GzfMAAriT9AIBmP,167427,4,Barefoot Blue Jean Night,Barefoot Blue Jean Night,Jake Owen,barefoot blue jean night,jake owen,74,2011-08-26,False,5179
0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,audio_features,60IGhnH20N82dNxKnc8jDd,spotify:track:60IGhnH20N82dNxKnc8jDd,203173,4,Knee Deep (feat. Jimmy Buffett),You Get What You Give,Zac Brown Band,knee deep,zac brown band,75,2010-09-20,False,5180
0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,audio_features,0JbSghVDghtFEurrSO8JrC,spotify:track:0JbSghVDghtFEurrSO8JrC,225560,4,Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,country girl shake it for me,luke bryan,78,2011-01-01,False,5181
0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,audio_features,4ABua0yuWcpTotImEEJTaw,spotify:track:4ABua0yuWcpTotImEEJTaw,271907,4,Remind Me (with Carrie Underwood),This Is Country Music,Brad Paisley,remind me,brad paisley,60,2011-05-23,False,5182
0.736,0.824,8,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,audio_features,4QCVvLRNP45j83odN8Gzml,spotify:track:4QCVvLRNP45j83odN8Gzml,226227,4,In The Dark,The Night The Sun Came Up,DEV,in the dark,dev,50,2012-01-01,False,5183
0.595,0.923,7,-3.449,1,0.144,0.0693,0.0,0.505,0.782,125.029,audio_features,4dWjQ3wEfW6KPaaxCoaPH4,spotify:track:4dWjQ3wEfW6KPaaxCoaPH4,224093,4,Backseat (feat. The Cataracs & Dev),Too Cool to Care,New Boyz,backseat,new boyz,46,2011-05-13,True,5184
0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,audio_features,6LxSe8YmdPxy095Ux6znaQ,spotify:track:6LxSe8YmdPxy095Ux6znaQ,235987,4,Headlines,Take Care (Deluxe),Drake,headlines,drake,78,2011-11-15,True,5185
0.546,0.649,6,-4.056,1,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,audio_features,3lBRNqXjPp2j3JMTCXDTNO,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,253747,4,Best Thing I Never Had,4,Beyoncé,best thing i never had,beyonce knowles,70,2011-06-24,False,5186
0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,audio_features,1r3myKmjWoOqRip99CmSj1,spotify:track:1r3myKmjWoOqRip99CmSj1,206080,4,Don't Wanna Go Home,Future History (Deluxe Edition),Jason Derulo,dont wanna go home,jason derulo,64,2011-09-16,False,5187
0.666,0.876,3,-3.078,1,0.0414,0.0542,0.0,0.259,0.55,129.879,audio_features,7iLdxvczYKa3Ag5ifmYDwk,spotify:track:7iLdxvczYKa3Ag5ifmYDwk,194840,4,Where Them Girls At,Viaggio in macchina,David Guetta,where them girls at,david guetta,8,2023-04-28,True,5188
0.634,0.716,2,-6.502,1,0.128,0.0341,0.0,0.0877,0.619,91.039,audio_features,3dhvQUA0NyrAea4vQ7X6Gn,spotify:track:3dhvQUA0NyrAea4vQ7X6Gn,248107,4,She Ain't You,F.A.M.E. (Expanded Edition),Chris Brown,she aint you,chris brown,62,2011-03-22,False,5189
0.581,0.856,3,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902,audio_features,7B6m8tHAYZsOKOKMU5SR2n,spotify:track:7B6m8tHAYZsOKOKMU5SR2n,209427,4,Take A Back Road,Take A Back Road,Rodney Atkins,take a back road,rodney atkins,67,2011-10-04,False,5190
0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,audio_features,6jg5SRvdGxvJ0DzNV0UqEK,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,196813,4,Please Don't Go,31 Minutes to Takeoff,Mike Posner,please dont go,mike posner,68,2010-08-09,False,5191
0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,195373,4,Sure Thing,All I Want Is You,Miguel,sure thing,miguel,91,2010-11-26,False,5192
0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,223053,4,Price Tag,Who You Are (Platinum Edition),Jessie J,price tag,jessie j,77,2011-01-01,False,5193
0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,audio_features,03IdmP4frla6BCFZH6rkaF,spotify:track:03IdmP4frla6BCFZH6rkaF,229533,4,God Gave Me You,Red River Blue (Deluxe Edition),Blake Shelton,god gave me you,blake shelton,52,2011-07-12,False,5194
0.364,0.825,8,-5.12,1,0.0603,0.000194,0.0,0.288,0.0921,98.624,audio_features,4RC0fIA91XCDJa0zqRDdE4,spotify:track:4RC0fIA91XCDJa0zqRDdE4,305840,5,She Will (feat. Drake),I Am Music,Lil Wayne,she will,lil wayne,34,2023-03-31,False,5195
0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,audio_features,2TAcwD5KcV9uY3O1tLGV15,spotify:track:2TAcwD5KcV9uY3O1tLGV15,184920,4,Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,are you gonna kiss me or not,thompson square,67,2011-02-08,False,5196
0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,audio_features,0l4DTppOxy7NUaEcwXuOb6,spotify:track:0l4DTppOxy7NUaEcwXuOb6,212307,4,Animal,Habits (Spotify),Neon Trees,animal,neon trees,65,2010,False,5197
0.49,0.799,7,-8.825,1,0.0581,0.379,0.000213,0.944,0.445,138.04,audio_features,42J7EbIglcJtzqeMSHD16P,spotify:track:42J7EbIglcJtzqeMSHD16P,285707,4,You and Tequila (with Grace Potter) - Live,Live in No Shoes Nation,Kenny Chesney,you and tequila,kenny chesney,34,2017-10-27,False,5198
0.382,0.47,3,-7.643,1,0.0344,0.617,0.0,0.91,0.254,139.3,audio_features,6TUK6UJ3A0YbGsiyPgYzYV,spotify:track:6TUK6UJ3A0YbGsiyPgYzYV,269533,4,Colder Weather (feat. Little Big Town) - Live,Pass the Jar [Zac Brown Band and Friends from the Fabulous Fox Theatre in Atlanta (Live)],Zac Brown Band,colder weather,zac brown band,40,2010-05-04,False,5199
0.387,0.773,8,-5.685,1,0.17,0.098,0.0,0.209,0.368,78.629,audio_features,70tFuqBcduJv15bEnOPRTh,spotify:track:70tFuqBcduJv15bEnOPRTh,254120,4,My Last,Finally Famous (Deluxe),Big Sean,my last,big sean,57,2011-01-01,True,5200
0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,244885,4,Somebody That I Used To Know,Making Mirrors,Gotye,somebody that i used to know,gotye,81,2011-01-01,False,5201
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,193400,4,Call Me Maybe,Kiss,Carly Rae Jepsen,call me maybe,carly rae jepsen,82,2012-01-01,False,5202
0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,audio_features,5rgy6ghBq1eRApCkeUdJXf,spotify:track:5rgy6ghBq1eRApCkeUdJXf,250627,4,We Are Young (feat. Janelle Monáe),Some Nights,fun.,we are young,fun,78,2012-02-14,False,5203
0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,spotify:track:1XGmzt0PVuFgQYYnV2It7A,231173,4,Payphone,Overexposed Track By Track,Maroon 5,payphone,maroon 5,85,2012-01-01,True,5204
0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,audio_features,2buam4ZQRH3F1BKIHUcrEw,spotify:track:2buam4ZQRH3F1BKIHUcrEw,245853,4,Lights,Kickass Tracks Of All Time Vol 18,Ellie Goulding,lights,ellie goulding,0,2023-05-06,False,5205
0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,audio_features,5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,197936,4,Glad You Came,Battleground (Deluxe Edition),The Wanted,glad you came,the wanted,79,2011-01-01,False,5206
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,1nInOsHbtotAmEOQhtvnzP,spotify:track:1nInOsHbtotAmEOQhtvnzP,221947,4,Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,stronger what doesnt kill you,kelly clarkson,76,2011-10-24,False,5207
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,audio_features,6qn9YLKt13AGvpq9jfO8py,spotify:track:6qn9YLKt13AGvpq9jfO8py,215227,4,We Found Love,Talk That Talk,Rihanna,we found love,rihanna,84,2011-11-18,False,5208
0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,210627,4,Starships,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,starships,nicki minaj,79,2012-01-01,True,5209
0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,199987,4,What Makes You Beautiful,Up All Night,One Direction,what makes you beautiful,one direction,85,2012-05-25,False,5210
0.608,0.86,5,-5.324,0,0.0554,0.1,0.0,0.262,0.437,127.075,audio_features,1E3d8e5m2GXGtG87GAb7B7,spotify:track:1E3d8e5m2GXGtG87GAb7B7,232947,4,Wild Ones,Summer Road Trip,Flo Rida,wild ones,flo rida,0,2023-05-04,False,5211
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,3di5hcvxxciiqwMH1jarhY,spotify:track:3di5hcvxxciiqwMH1jarhY,242974,4,Set Fire to the Rain,21,Adele,set fire to the rain,adele,86,2011-01-24,False,5212
0.708,0.85,7,-4.166,1,0.319,0.126,0.0,0.241,0.797,130.05,audio_features,6v3hv23iH0j8ciVuYavsq0,spotify:track:6v3hv23iH0j8ciVuYavsq0,199560,4,Sexy And I Know It,Festival Dance Tent,LMFAO,sexy and i know it,lmfao,0,2023-05-02,False,5213
0.673,0.738,0,-7.045,1,0.0506,0.0175,6.89e-05,0.0927,0.392,107.936,audio_features,1pzWBXZcD4UKibny0gDPy0,spotify:track:1pzWBXZcD4UKibny0gDPy0,277040,4,Some Nights,Retro All Time Hits,fun.,some nights,fun,0,2023-05-05,True,5214
0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,audio_features,5JLv62qFIS1DR3zGEcApRt,spotify:track:5JLv62qFIS1DR3zGEcApRt,220947,4,Wide Awake,Teenage Dream: The Complete Confection,Katy Perry,wide awake,katy perry,71,2012-03-12,False,5215
0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,audio_features,7h6XcqD9xvRz40f2ZliPoQ,spotify:track:7h6XcqD9xvRz40f2ZliPoQ,248133,4,Good Feeling,Summer Road Trip,Flo Rida,good feeling,flo rida,1,2023-05-04,False,5216
0.754,0.933,0,-5.786,1,0.0448,0.0196,0.0,0.297,0.75,103.99,audio_features,4pE9PCpLgywZDd22FxOcMR,spotify:track:4pE9PCpLgywZDd22FxOcMR,225000,4,Whistle,Party Mix 2023,Flo Rida,whistle,flo rida,0,2023-05-05,False,5217
0.718,0.821,5,-3.418,0,0.0314,0.057,0.0,0.0862,0.666,93.003,audio_features,7vnduExBxhrdinbMKT51A5,spotify:track:7vnduExBxhrdinbMKT51A5,219867,4,One More Night,Kickass Tracks Of All Time Vol 14,Maroon 5,one more night,maroon 5,1,2023-05-06,False,5218
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,195973,4,Drive By,California 37,Train,drive by,train,79,2012-04-17,False,5219
0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,audio_features,4Kz4RdRCceaA9VgTqBhBfa,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,181573,4,The Motto,Take Care (Deluxe),Drake,the motto,drake,76,2011-11-15,True,5220
0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,audio_features,5WQQIDU3HRaMyPkob8mpFb,spotify:track:5WQQIDU3HRaMyPkob8mpFb,242680,4,Where Have You Been,Talk That Talk,Rihanna,where have you been,rihanna,79,2011-11-18,False,5221
0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,2iUmqdfGZcHIhS3b9E9EWq,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,177280,4,Everybody Talks,Picture Show,Neon Trees,everybody talks,neon trees,80,2012-01-01,True,5222
0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,audio_features,124NFj84ppZ5pAxTuVQYCQ,spotify:track:124NFj84ppZ5pAxTuVQYCQ,277387,4,Take Care,Take Care (Deluxe),Drake,take care,drake,77,2011-11-15,True,5223
0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,audio_features,1sw7KesI1jf5km7B0nNto3,spotify:track:1sw7KesI1jf5km7B0nNto3,245040,4,Titanium,My House: Songs of Summer 2023,David Guetta,titanium,david guetta,6,2023-04-28,False,5224
0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,audio_features,1luwzoC33vwaiA9Fuga5ME,spotify:track:1luwzoC33vwaiA9Fuga5ME,240166,3,I Won't Give Up,Au Calme,Jason Mraz,i wont give up,jason mraz,0,2023-05-07,False,5225
0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,audio_features,0M3HkE321xpCbCYqVKzr1q,spotify:track:0M3HkE321xpCbCYqVKzr1q,257720,4,It Will Rain,It Will Rain,Bruno Mars,it will rain,bruno mars,78,2011-09-28,False,5226
0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,audio_features,4qikXelSRKvoCqFcHLB2H2,spotify:track:4qikXelSRKvoCqFcHLB2H2,329320,4,Mercy,Mercy,Kanye West,mercy,kanye west,73,2012-01-01,True,5227
0.716,0.547,10,-6.059,0,0.0507,0.0344,0.00184,0.0931,0.362,96.977,audio_features,1cjXxGWH1gE6JnujRa5Ii5,spotify:track:1cjXxGWH1gE6JnujRa5Ii5,173360,4,Boyfriend,Tunes & Tanning,Justin Bieber,boyfriend,justin bieber,0,2023-05-09,False,5228
0.744,0.733,5,-4.061,0,0.141,0.019,0.0,0.26,0.34,130.012,audio_features,21v5IJhghpAhIs6KuqchQ3,spotify:track:21v5IJhghpAhIs6KuqchQ3,264147,4,Party Rock Anthem,Dance Bible,LMFAO,party rock anthem,lmfao,0,2023-05-09,False,5229
0.583,0.712,11,-4.31,0,0.04,0.0112,1.06e-06,0.114,0.285,126.018,audio_features,21j7fBYgbbd1RYcn24uhzM,spotify:track:21j7fBYgbbd1RYcn24uhzM,256613,4,Too Close,Top Class Music Vol 20,Alex Clare,too close,alex clare,0,2023-05-06,False,5230
0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,audio_features,6yARPLK0PV4heEyh7pVMGz,spotify:track:6yARPLK0PV4heEyh7pVMGz,216160,4,Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,part of me,katy perry,71,2012-01-01,False,5231
0.722,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.532,95.022,audio_features,4UT6h6qLlDYD4ov1hIMdmM,spotify:track:4UT6h6qLlDYD4ov1hIMdmM,207333,4,"Young, Wild & Free",Summer RnB,Snoop Dogg,young wild  free,snoop dogg,5,2023-04-28,True,5232
0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,audio_features,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,193147,4,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Taylor Swift,we are never ever getting back together,taylor swift,79,2021-11-12,False,5233
0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,audio_features,0pwYLVXVknPSGUQb39cePC,spotify:track:0pwYLVXVknPSGUQb39cePC,229467,4,As Long As You Love Me,Believe (Deluxe Edition),Justin Bieber,as long as you love me,justin bieber,68,2012-06-15,False,5234
0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,audio_features,6T27IN7Ai94BeDv6PPCmoC,spotify:track:6T27IN7Ai94BeDv6PPCmoC,199680,4,Turn Me On (feat. Nicki Minaj),Nothing but the Beat (Ultimate Edition),David Guetta,turn me on,david guetta,67,2012-12-07,False,5235
0.708,0.784,11,-3.742,0,0.049,0.012,0.0,0.368,0.697,128.015,audio_features,0Eu47ormzgnVirG2TvxnD5,spotify:track:0Eu47ormzgnVirG2TvxnD5,202859,4,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Music For The Road - die besten Roadtrip-Songs,Maroon 5,moves like jagger,maroon 5,5,2023-05-01,False,5236
0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,audio_features,1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,205933,4,Good Time,The Midsummer Station,Owl City,good time,owl city,79,2012-01-01,False,5238
0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,audio_features,3sP3c86WFjOzHHnbhhZcLA,spotify:track:3sP3c86WFjOzHHnbhhZcLA,205347,4,Give Your Heart a Break,Unbroken,Demi Lovato,give your heart a break,demi lovato,73,2011-01-01,False,5239
0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,audio_features,4uQY80TKE1u4ZQZQKHzVEi,spotify:track:4uQY80TKE1u4ZQZQKHzVEi,227333,4,The One That Got Away,Teenage Dream,Katy Perry,the one that got away,katy perry,78,2010-08-24,False,5241
0.7,0.923,7,-2.85,1,0.0324,0.000936,0.00826,0.0966,0.904,127.953,audio_features,2GCWvynUdhOwugxzCiNPpP,spotify:track:2GCWvynUdhOwugxzCiNPpP,207880,4,Feel So Close - Radio Edit,Coronation Party Songs,Calvin Harris,feel so close,calvin harris,18,2023-04-28,False,5242
0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,audio_features,3bNv3VuUOKgrf5hu3YcuRo,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,285240,4,Someone Like You,21,Adele,someone like you,adele,83,2011-01-24,False,5243
0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,audio_features,12eMQUn2GzfsfsQLH53M19,spotify:track:12eMQUn2GzfsfsQLH53M19,234693,4,Scream,Looking 4 Myself (Expanded Edition),Usher,scream,usher,68,2012-06-12,False,5244
0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,audio_features,21nFIDqoD1L7ELsprVSzOR,spotify:track:21nFIDqoD1L7ELsprVSzOR,203200,4,Rack City,Careless World: Rise Of The Last King,Tyga,rack city,tyga,63,2012-01-01,True,5245
0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,audio_features,2fQxE0jVrjNMT9oJAXtSJR,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,231840,4,Domino,Who You Are (Platinum Edition),Jessie J,domino,jessie j,76,2011-01-01,False,5246
0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,audio_features,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,219493,4,Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,gangnam style,psy,75,2012-01-01,False,5247
0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,audio_features,62zFEHfAYl5kdHYOivj4BC,spotify:track:62zFEHfAYl5kdHYOivj4BC,227280,4,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),Pitbull,international love,pitbull,77,2011-06-17,False,5248
0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,audio_features,1EAgPzRbK9YmdOESSMUm6P,spotify:track:1EAgPzRbK9YmdOESSMUm6P,210173,4,Home,The World From The Side Of The Moon,Phillip Phillips,home,phillip phillips,72,2012-01-01,False,5249
0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,audio_features,3UN6cIn3VIyg0z1LCuFSum,spotify:track:3UN6cIn3VIyg0z1LCuFSum,208133,4,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),David Guetta,without you,david guetta,73,2012-12-07,False,5250
0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,audio_features,7dpsvjg2hHZRoo2C1YDvfc,spotify:track:7dpsvjg2hHZRoo2C1YDvfc,222213,4,Ass Back Home (feat. Neon Hitch),Ass Back Home (feat. Neon Hitch),Gym Class Heroes,ass back home,gym class heroes,45,2011-11-01,True,5251
0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,audio_features,0f1svjHSiaCJif6noKKVHa,spotify:track:0f1svjHSiaCJif6noKKVHa,228840,4,Wanted,Hunter Hayes (Encore),Hunter Hayes,wanted,hunter hayes,56,2011,False,5252
0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,audio_features,3kv6omImmKEfOVJWjstusF,spotify:track:3kv6omImmKEfOVJWjstusF,213547,4,Drunk On You,Tailgates & Tanlines,Luke Bryan,drunk on you,luke bryan,68,2011-01-01,False,5253
0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108,audio_features,4Ox97hNeJSWFCZ8vp76vog,spotify:track:4Ox97hNeJSWFCZ8vp76vog,237827,4,No Lie,Based On A T.R.U. Story (Deluxe),2 Chainz,no lie,2 chainz,50,2012-01-01,True,5254
0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,audio_features,5InWRmnfgjVwQWoXHNBATu,spotify:track:5InWRmnfgjVwQWoXHNBATu,214013,4,Want U Back,Sticks & Stones,Cher Lloyd,want u back,cher lloyd,65,2011-11-07,False,5255
0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,audio_features,18VfHIPaCo0s6FTi1Fnp6T,spotify:track:18VfHIPaCo0s6FTi1Fnp6T,222307,4,Don't Wake Me Up,Fortune (Expanded Edition),Chris Brown,dont wake me up,chris brown,65,2012-07-03,False,5256
0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,audio_features,3ZAMtgYJFoHwJjFkhkXqKr,spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,220293,4,Dance (A$$) Remix,Finally Famous,Big Sean,dance a,big sean,63,2011-01-01,True,5257
0.55,0.74,2,-6.543,1,0.0324,0.000776,0.149,0.91,0.356,105.668,audio_features,2KD8cBEtdAz4UpGg4qfKCa,spotify:track:2KD8cBEtdAz4UpGg4qfKCa,545147,4,Springsteen/Born To Run - Medley/Live,Caught In The Act: Live,Eric Church,springsteen,eric church,36,2013-01-01,False,5258
0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,audio_features,4urcG6Nfubqsuqy3juMjBi,spotify:track:4urcG6Nfubqsuqy3juMjBi,227147,4,Brokenhearted,Hello,Karmin,brokenhearted,karmin,63,2012-05-07,False,5259
0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,audio_features,6j7hih15xG2cdYwIJnQXsq,spotify:track:6j7hih15xG2cdYwIJnQXsq,218520,4,Not Over You,Sweeter,Gavin DeGraw,not over you,gavin degraw,67,2011-09-16,False,5260
0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,4ywvnllm7kpaXDsa1VNNpY,spotify:track:4ywvnllm7kpaXDsa1VNNpY,210960,4,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,stereo hearts,gym class heroes,66,2011-11-15,False,5261
0.729,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,audio_features,3eQlGeyuSibgAGPEJugaDW,spotify:track:3eQlGeyuSibgAGPEJugaDW,207760,4,"Back in Time - featured in ""Men In Black 3""",Global Warming: Meltdown (Deluxe Version),Pitbull,back in time,pitbull,53,2012,False,5262
0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,audio_features,2wAJTrFhCnQyNSD3oUgTZO,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,235320,4,Work Out,Cole World: The Sideline Story,J. Cole,work out,j cole,82,2011-09-27,True,5263
0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,audio_features,5mFMb5OHI3cN0UjITVztCj,spotify:track:5mFMb5OHI3cN0UjITVztCj,223267,4,Rumour Has It,21,Adele,rumour has it,adele,69,2011-01-24,False,5264
